Date,Team,Acquired,Relinquished,Notes
2018-01-16,Hornets,Steve Clifford,,returned to team as head coach
2018-01-16,Mavericks,,Jose Barea ,strained left groin (DTD)
2018-01-16,Nuggets,,Juan Hernangomez,placed on IL
2018-01-16,Nuggets,Torrey Craig,,activated from IL
2018-01-16,Spurs,,Manu Ginobili,bruised right thigh (DTD)
2018-01-16,Suns,,Danuel House,placed on IL with flu
2018-01-17,Grizzlies,,Brandan Wright,placed on IL with illness
2018-01-17,Grizzlies,,Kobi Simmons,placed on IL
2018-01-17,Grizzlies,,Marc Gasol,illness (DTD)
2018-01-17,Grizzlies,,Myke Henry,placed on IL
2018-01-17,Heat,,Tyler Johnson,placed on IL with sprained left ankle
2018-01-17,Kings,,Skal Labissiere,placed on IL with strained left shoulder
2018-01-17,Kings,Giorgios Papagiannis ,,activated from IL
2018-01-17,Kings,Malachi Richardson,,activated from IL
2018-01-17,Knicks,,Joakim Noah,placed on IL
2018-01-17,Knicks,Tim Hardaway Jr.,,activated from IL
2018-01-17,Lakers,,Lonzo Ball,placed on IL with sore/sprained left knee
2018-01-17,Lakers,Alex Caruso,,activated from IL
2018-01-17,Lakers,Brandon Ingram,,returned to lineup
2018-01-17,Nets,,James Webb III,placed on IL
2018-01-17,Nets,,Milton Doyle,placed on IL
2018-01-17,Nuggets,,Jamal Murray,placed on IL with concussion
2018-01-17,Nuggets,Juan Hernangomez,,activated from IL
2018-01-17,Pistons,,Luke Kennard,thumb injury (DTD)
2018-01-17,Raptors,,Fred VanVleet,placed on IL with bruised right knee
2018-01-17,Spurs,,Kawhi Leonard,placed on IL recovering from right quadriceps injury (out for season)
2018-01-17,Thunder,,Kyle Singler,placed on IL
2018-01-17,Thunder,Andre Roberson,,activated from IL
2018-01-17,Warriors,,Andre Iguodala,placed on IL with bruised left calf
2018-01-17,Warriors,,Draymond Green,placed on IL with sore right shoulder
2018-01-17,Wizards,Chris McCullough,,activated from IL
2018-01-18,76ers,,Demetrius Jackson,placed on IL with strained left adductor
2018-01-18,76ers,,James Young,undisclosed (DTD)
2018-01-18,76ers,,Richaun Holmes,placed on IL with gastroenteritis
2018-01-18,Bulls,,Kris Dunn,concussion (out indefinitely)
2018-01-18,Cavaliers,,Ante Zizic,placed on IL
2018-01-18,Cavaliers,Derrick Rose,,activated from IL
2018-01-18,Celtics,,Guerschon Yabusele,placed on IL with illness
2018-01-18,Celtics,,Kyrie Irving,placed on IL with sore left shoulder
2018-01-18,Celtics,Abdel Nader,,activated from IL
2018-01-18,Celtics,Kadeem Allen,,activated from IL
2018-01-18,Lakers,,Kentavious Caldwell-Pope,strained right Achilles (DTD)
2018-01-18,Rockets,,Chinanu Onuaku,placed on IL with sinus surgery
2018-01-18,Rockets,James Harden,,activated from IL
2018-01-18,Rockets,Nene Hilario ,,activated from IL
2018-01-18,Rockets,Troy Williams,,activated from IL
2018-01-18,Rockets,,Markel Brown,placed on IL
2018-01-19,Bucks,,Giannis Antetokounmpo,sore right knee (DTD)
2018-01-19,Grizzlies,,James Ennis,placed on IL with right calf injury
2018-01-19,Grizzlies,Brandan Wright,,activated from IL
2018-01-19,Grizzlies,Marc Gasol,,returned to lineup
2018-01-19,Grizzlies,Myke Henry,,activated from IL
2018-01-19,Jazz,,Tony Bradley,placed on IL
2018-01-19,Jazz,Rudy Gobert,,activated from IL
2018-01-19,Kings,Skal Labissiere,,activated from IL
2018-01-19,Lakers,,Brandon Ingram,sprained left ankle (DTD)
2018-01-19,Lakers,,Kentavious Caldwell-Pope,placed on IL with strained right Achilles
2018-01-19,Nets,D'Angelo Russell,,activated from IL
2018-01-19,Nuggets,,Juan Hernangomez,placed on IL
2018-01-19,Nuggets,Jamal Murray,,activated from IL
2018-01-19,Pistons,,Kay Felder,placed on IL
2018-01-19,Pistons,,Reggie Hearn,placed on IL
2018-01-19,Pistons,Luke Kennard,,returned to lineup
2018-01-19,Pistons,Stanley Johnson,,activated from IL
2018-01-19,Raptors,,Lorenzo Brown,placed on IL
2018-01-19,Raptors,,Malcolm Miller,placed on IL
2018-01-19,Raptors,Alfonzo McKinnie,,activated from IL
2018-01-19,Suns,,Davon Reed,placed on IL
2018-01-19,Suns,Danuel House,,activated from IL
2018-01-19,Suns,T.J. Warren,,activated from IL
2018-01-19,Warriors,,Jordan Bell,left ankle injury (out indefinitely)
2018-01-20,76ers,,J.J. Redick,placed on IL with left fibula injury (DTD)
2018-01-20,76ers,,Jerryd Bayless,placed on IL with sore left wrist
2018-01-20,76ers,James Young,,returned to lineup
2018-01-20,76ers,Richaun Holmes,,activated from IL
2018-01-20,Bucks,,Giannis Antetokounmpo,placed on IL with sore right knee
2018-01-20,Bucks,Rashad Vaughn,,activated from IL
2018-01-20,Bulls,,Kris Dunn,placed on IL with concussion
2018-01-20,Bulls,Ryan Arcidiacono,,activated from IL
2018-01-20,Grizzlies,,Andrew Harrison,left shoulder injury (DTD)
2018-01-20,Grizzlies,,Brandan Wright,placed on IL with illness
2018-01-20,Grizzlies,,Mario Chalmers,right shoulder injury (DTD)
2018-01-20,Hawks,,Isaiah Taylor,placed on IL
2018-01-20,Hawks,,Tyler Cavanaugh,placed on IL
2018-01-20,Hawks,Josh Magette,,activated from IL
2018-01-20,Heat,,Goran Dragic,bruised left knee (DTD)
2018-01-20,Jazz,,Rodney Hood,bruised lower leg (DTD)
2018-01-20,Mavericks,Jose Barea ,,returned to lineup
2018-01-20,Raptors,Fred VanVleet,,activated from IL
2018-01-20,Timberwolves,,Jamal Crawford,sprained left big toe (DTD)
2018-01-20,Timberwolves,,Jimmy Butler,sore right knee (DTD)
2018-01-20,Warriors,,Jordan Bell,placed on IL with left ankle inflammation
2018-01-20,Warriors,Draymond Green,,activated from IL
2018-01-20,Grizzlies,James Ennis,,activated from IL
2018-01-20,Grizzlies,,James Ennis,right calf injury (DTD)
2018-01-20,Rockets,,Troy Williams,illness (DTD)
2018-01-21,Celtics,,Jarell Eddie,placed on IL
2018-01-21,Celtics,,Kadeem Allen,placed on IL
2018-01-21,Celtics,Kyrie Irving,,activated from IL
2018-01-21,Grizzlies,,JaMychal Green,right ankle injury (DTD)
2018-01-21,Lakers,,Gary Payton II,placed on IL
2018-01-21,Lakers,Brandon Ingram,,returned to lineup
2018-01-21,Lakers,Thomas Bryant,,activated from IL
2018-01-22,Bucks,,Xavier Munford,placed on IL
2018-01-22,Clippers,,Jawun Evans,sore lower abdominal (DTD)
2018-01-22,Grizzlies,,JaMychal Green,placed on IL with right ankle injury
2018-01-22,Grizzlies,Andrew Harrison,,returned to lineup
2018-01-22,Grizzlies,Brandan Wright,,activated from IL
2018-01-22,Grizzlies,Mario Chalmers,,returned to lineup
2018-01-22,Hawks,,Josh Magette,placed on IL
2018-01-22,Hawks,Isaiah Taylor,,activated from IL
2018-01-22,Hornets,,Michael Kidd-Gilchrist,right axillary abscess (DTD)
2018-01-22,Mavericks,,Devin Harris,placed on IL with concussion
2018-01-22,Mavericks,Jalen Jones,,activated from IL
2018-01-22,Nuggets,,Kenneth Faried,placed on IL with sore left ankle
2018-01-22,Nuggets,Juan Hernangomez,,activated from IL
2018-01-22,Spurs,,Pau Gasol,sprained right wrist (DTD)
2018-01-22,Celtics,Guerschon Yabusele,,activated from IL
2018-01-23,Cavaliers,,Channing Frye,placed on IL with strained abdominal
2018-01-23,Cavaliers,Iman Shumpert,,activated from IL
2018-01-23,Celtics,,Guerschon Yabusele,placed on IL
2018-01-23,Celtics,Jarell Eddie,,activated from IL
2018-01-23,Kings,,Zach Randolph,sore left knee (DTD)
2018-01-23,Knicks,,Kristaps Porzingis,irritation in left knee (DTD)
2018-01-23,Knicks,,Kyle O'Quinn,placed on IL with bruised left calf
2018-01-23,Knicks,Joakim Noah,,activated from IL
2018-01-23,Lakers,,Nigel Hayes,placed on IL
2018-01-23,Lakers,Kentavious Caldwell-Pope,,activated from IL
2018-01-23,Spurs,Darrun Hilliard,,activated from IL
2018-01-23,Warriors,Andre Iguodala,,activated from IL
2018-01-23,Rockets,Chinanu Onuaku,,activated from IL
2018-01-23,Spurs,,Derrick White,placed on IL
2018-01-24,Celtics,,Al Horford,concussion (DTD)
2018-01-24,Celtics,,Marcus Smart,right hand injury (DTD)
2018-01-24,Clippers,,Jawun Evans,sore lower abdominal (DTD)
2018-01-24,Clippers,DeAndre Jordan,,returned to lineup
2018-01-24,Grizzlies,,Jarell Martin,left knee injury (DTD)
2018-01-24,Grizzlies,,Tyreke Evans,placed on IL with illness
2018-01-24,Hornets,Michael Kidd-Gilchrist,,returned to lineup
2018-01-24,Mavericks,,Jalen Jones,placed on IL
2018-01-24,Pacers,Ben Moore,,activated from IL
2018-01-24,Pistons,,Reggie Bullock,thumb injury (DTD)
2018-01-24,Spurs,,LaMarcus Aldridge,rest (DTD)
2018-01-24,Spurs,Pau Gasol,,returned to lineup
2018-01-24,Suns,,Alex Len,sore right ankle (DTD)
2018-01-24,Timberwolves,Jamal Crawford,,returned to lineup
2018-01-24,Grizzlies,Kobi Simmons,,activated from IL
2018-01-24,Mavericks,Johnathan Motley,,activated from IL
2018-01-25,Heat,Goran Dragic,,returned to lineup
2018-01-25,Kings,Zach Randolph,,returned to lineup
2018-01-25,Knicks,,Tim Hardaway Jr.,placed on IL
2018-01-25,Knicks,Kristaps Porzingis,,returned to lineup
2018-01-25,Nuggets,Kenneth Faried,,activated from IL
2018-01-25,Warriors,,Patrick McCaw,strained back (DTD)
2018-01-25,Knicks,Damyean Dotson,,activated from IL
2018-01-26,Bucks,,Malcolm Brogdon,placed on IL with sore right calf
2018-01-26,Bucks,Giannis Antetokounmpo,,activated from IL
2018-01-26,Cavaliers,,Iman Shumpert,left knee injury (DTD)
2018-01-26,Cavaliers,Channing Frye,,activated from IL
2018-01-26,Clippers,,Jawun Evans,placed on IL with sore lower abdominal
2018-01-26,Grizzlies,,Ben McLemore,sore right knee (DTD)
2018-01-26,Grizzlies,Jarell Martin,,returned to lineup
2018-01-26,Kings,,Willie Cauley-Stein,bruised right knee (DTD)
2018-01-26,Knicks,Kyle O'Quinn,,activated from IL
2018-01-26,Pacers,,T.J. Leaf,placed on IL with sprained right ankle
2018-01-26,Pelicans,,DeMarcus Cousins,torn left Achilles tendon (out for season)
2018-01-26,Spurs,LaMarcus Aldridge,,returned to lineup
2018-01-26,Suns,,Alex Len,placed on IL with sore right ankle
2018-01-26,Suns,,Tyson Chandler,illness (DTD)
2018-01-26,Suns,Marquese Chriss,,activated from IL
2018-01-26,Grizzlies,Tyreke Evans,,activated from IL
2018-01-26,Celtics,,Guerschon Yabusele,ankle injury (DTD)
2018-01-26,Grizzlies,,Kobi Simmons,placed on IL
2018-01-26,Grizzlies,,Tyreke Evans,illness (DTD)
2018-01-27,Celtics,,Marcus Smart,placed on IL with right hand injury
2018-01-27,Celtics,Al Horford,,returned to lineup
2018-01-27,Grizzlies,,Mike Conley Jr.,surgery on left heel to smooth bone (out for season) (date approximate)
2018-01-27,Heat,Tyler Johnson,,activated from IL
2018-01-27,Hornets,,Michael Carter-Williams,strained left shoulder (DTD)
2018-01-27,Mavericks,,Jose Barea ,strained left oblique (DTD)
2018-01-27,Nets,,Caris LeVert,sore left groin (DTD)
2018-01-27,Nets,,D'Angelo Russell,placed on IL for rest
2018-01-27,Nets,,Rondae Hollis-Jefferson,placed on IL with strained right groin
2018-01-27,Nets,Isaiah Whitehead,,activated from IL
2018-01-27,Nets,James Webb III,,activated from IL
2018-01-27,Nuggets,,Tyler Lydon,arthroscopic surgery on left knee (out for season)
2018-01-27,Pacers,Myles Turner,,activated from IL
2018-01-27,Pelicans,,DeMarcus Cousins,surgery to repair torn left Achilles tendon (out for season)
2018-01-27,Pistons,Reggie Bullock,,returned to lineup
2018-01-27,Thunder,,Andre Roberson,torn patellar tendon in left knee (out for season)
2018-01-27,Timberwolves,Jimmy Butler,,returned to lineup
2018-01-27,Warriors,,Patrick McCaw,placed on IL with strained back
2018-01-27,Wizards,,John Wall ,placed on IL with sore left knee
2018-01-27,Warriors,Damian Jones,,activated from IL
2018-01-28,Kings,,Garrett Temple,sprained right ankle (DTD)
2018-01-28,Kings,,Malachi Richardson,sprained left ankle (DTD)
2018-01-28,Kings,,Skal Labissiere,placed on IL with strained left shoulder
2018-01-28,Kings,,Willie Cauley-Stein,placed on IL with bruised right knee
2018-01-28,Lakers,,Ivica Zubac,placed on IL
2018-01-28,Lakers,,Thomas Bryant,placed on IL
2018-01-28,Lakers,Nigel Hayes,,activated from IL
2018-01-28,Pistons,,Avery Bradley,sore right groin/hamstring (DTD)
2018-01-28,Spurs,Manu Ginobili,,returned to lineup
2018-01-28,Suns,Tyson Chandler,,returned to lineup
2018-01-28,Thunder,Kyle Singler,,activated from IL
2018-01-28,Kings,JaKarr Sampson,,activated from IL
2018-01-28,Thunder,,Andre Roberson,surgery on left knee to repair torn patellar tendon (out for season)
2018-01-28,Thunder,,Andre Roberson,placed on IL recovering from surgery on left knee to repair torn patellar tendon (out for season)
2018-01-29,76ers,,Joel Embiid,placed on IL for rest
2018-01-29,Bucks,Malcolm Brogdon,,activated from IL
2018-01-29,Celtics,,Shane Larkin,sore right knee (DTD)
2018-01-29,Grizzlies,,James Ennis,placed on IL with right calf injury
2018-01-29,Grizzlies,Tyreke Evans,,returned to lineup
2018-01-29,Hornets,Michael Carter-Williams,,returned to lineup
2018-01-29,Mavericks,,Johnathan Motley,placed on IL
2018-01-29,Mavericks,,Jose Barea ,placed on IL with strained left oblique
2018-01-29,Mavericks,Devin Harris,,activated from IL
2018-01-29,Nuggets,,Wilson Chandler,placed on IL with illness
2018-01-29,Pacers,T.J. Leaf,,activated from IL
2018-01-29,Rockets,,Trevor Ariza,strained left hamstring (DTD)
2018-01-29,Suns,,Danuel House,placed on IL
2018-01-29,Suns,,Devin Booker,placed on IL with bruised right rib
2018-01-29,Suns,,Marquese Chriss,placed on IL with sprained left ankle
2018-01-29,Suns,Alex Len,,activated from IL
2018-01-29,Suns,Davon Reed,,activated from IL
2018-01-29,Pacers,,Ben Moore,placed on IL
2018-01-30,Cavaliers,,Cedi Osman,placed on IL
2018-01-30,Cavaliers,,Kevin Love,fractured left hand (out indefinitely)
2018-01-30,Clippers,,Avery Bradley,placed on IL with sore right groin/hamstring
2018-01-30,Clippers,Danilo Gallinari,,activated from IL
2018-01-30,Hornets,,Marvin Williams,sprained left ankle (DTD)
2018-01-30,Jazz,Georges Niang,,activated from IL
2018-01-30,Kings,Garrett Temple,,returned to lineup
2018-01-30,Magic,,Aaron Gordon,strained left hip flexor (DTD)
2018-01-30,Nets,,Caris LeVert,placed on IL with sore left groin
2018-01-30,Nets,D'Angelo Russell,,activated from IL
2018-01-30,Nuggets,,Mason Plumlee,placed on IL with strained right calf
2018-01-30,Pelicans,,DeMarcus Cousins,placed on IL recovering from surgery to repair torn left Achilles tendon (out for season)
2018-01-30,Pelicans,Tony Allen,,activated from IL
2018-01-30,Raptors,,C.J. Miles,placed on IL with sore right knee
2018-01-30,Raptors,Lorenzo Brown,,activated from IL
2018-01-30,Rockets,,Chris Paul,sore right groin (DTD)
2018-01-30,Rockets,,R.J. Hunter,placed on IL
2018-01-30,Rockets,,Trevor Ariza,placed on IL with sprained left hamstring
2018-01-30,Rockets,,Troy Williams,placed on IL
2018-01-30,Warriors,,Damian Jones,placed on IL with flu
2018-01-30,Warriors,,Kevon Looney,placed on IL with flu
2018-01-30,Warriors,Patrick McCaw,,activated from IL
2018-01-30,Rockets,Qi Zhou,,returned to lineup
2018-01-30,Pelicans,Charles Cooke,,activated from IL
2018-01-30,Rockets,Markel Brown,,activated from IL
2018-01-31,76ers,,Larry Drew II,placed on IL
2018-01-31,76ers,J.J. Redick,,activated from IL
2018-01-31,76ers,Jerryd Bayless,,activated from IL
2018-01-31,76ers,Joel Embiid,,activated from IL
2018-01-31,Bulls,,Nikola Mirotic,placed on IL
2018-01-31,Bulls,Antonio Blakeney,,activated from IL
2018-01-31,Cavaliers,,Kevin Love,placed on IL with fractured left hand
2018-01-31,Cavaliers,Cedi Osman,,activated from IL
2018-01-31,Celtics,,Kyrie Irving,placed on IL with bruised right quadriceps
2018-01-31,Celtics,Guerschon Yabusele,,returned to lineup
2018-01-31,Celtics,Guerschon Yabusele,,activated from IL
2018-01-31,Celtics,Kadeem Allen,,activated from IL
2018-01-31,Grizzlies,,Deyonta Davis,sore knees (DTD)
2018-01-31,Grizzlies,,Mario Chalmers,left hamstring injury (DTD)
2018-01-31,Grizzlies,,Tyreke Evans,DNP
2018-01-31,Grizzlies,Ben McLemore,,returned to lineup
2018-01-31,Hornets,,Marvin Williams,placed on IL with sprained left ankle
2018-01-31,Knicks,,Ron Baker,placed on IL with dislocated right shoulder (out for season)
2018-01-31,Pelicans,,DeMarcus Cousins,surgery to repair torn left Achilles tendon (out for season)
2018-01-31,Suns,,Alex Len,placed on IL with sore right ankle
2018-01-31,Suns,,Greg Monroe,placed on IL
2018-01-31,Suns,,Isaiah Canaan,fractured left ankle (out indefinitely)
2018-01-31,Suns,Devin Booker,,activated from IL
2018-01-31,Suns,Marquese Chriss,,activated from IL
2018-01-31,Wizards,,John Wall ,arthroscopic surgery on left knee (out indefinitely)
2018-01-31,Suns,Danuel House,,activated from IL
2018-01-31,Knicks,Damyean Dotson,,activated from IL
2018-02-01,Bucks,,Eric Bledsoe,placed on IL with sore left ankle
2018-02-01,Grizzlies,,Mario Chalmers,placed on IL with left hamstring injury
2018-02-01,Grizzlies,,Tyreke Evans,illness (DTD)
2018-02-01,Grizzlies,Deyonta Davis,,returned to lineup
2018-02-01,Grizzlies,James Ennis,,activated from IL
2018-02-01,Grizzlies,JaMychal Green,,activated from IL
2018-02-01,Nuggets,Wilson Chandler,,activated from IL
2018-02-01,Raptors,Lorenzo Brown,,activated from IL
2018-02-01,Rockets,,Eric Gordon,placed on IL with sore lower back
2018-02-01,Rockets,Chris Paul,,returned to lineup
2018-02-01,Bucks,Xavier Munford,,activated from IL
2018-02-01,Rockets,Troy Williams,,activated from IL
2018-02-02,76ers,,James Young,placed on IL
2018-02-02,76ers,,Timothe Luwawu-Cabarrot,placed on IL with gastroenteritis
2018-02-02,76ers,Jerryd Bayless,,activated from IL
2018-02-02,Bucks,,Marshall Plumlee,placed on IL
2018-02-02,Bucks,Eric Bledsoe,,activated from IL
2018-02-02,Bucks,Jabari Parker,,activated from IL
2018-02-02,Celtics,,Marcus Morris,bruised left hip (DTD)
2018-02-02,Hornets,Cody Zeller,,activated from IL
2018-02-02,Kings,Willie Cauley-Stein,,activated from IL
2018-02-02,Nets,,Isaiah Whitehead,placed on IL
2018-02-02,Nets,Caris LeVert,,activated from IL
2018-02-02,Suns,,Isaiah Canaan,placed on IL with fractured left ankle
2018-02-02,Suns,Davon Reed,,activated from IL
2018-02-02,Warriors,,Andre Iguodala,placed on IL for rest
2018-02-02,Warriors,,David West,placed on IL for rest / personal reasons
2018-02-02,Warriors,Damian Jones,,activated from IL
2018-02-02,Warriors,Kevon Looney,,activated from IL
2018-02-02,Bucks,,Malcolm Brogdon,partially torn quadriceps tendon in left leg (out indefinitely)
2018-02-02,Raptors,,Lorenzo Brown,placed on IL
2018-02-02,Bucks,,Malcolm Brogdon,placed on IL with partially torn quadriceps tendon in left leg
2018-02-02,Warriors,Quinn Cook,,activated from IL
2018-02-03,76ers,Jerryd Bayless,,activated from IL
2018-02-03,Clippers,Avery Bradley,,activated from IL
2018-02-03,Heat,,Hassan Whiteside,illness (DTD)
2018-02-03,Jazz,,Donovan Mitchell,flu (DTD)
2018-02-03,Jazz,,Joe Johnson,rest (DTD)
2018-02-03,Jazz,Rodney Hood,,returned to lineup
2018-02-03,Mavericks,Johnathan Motley,,activated from IL
2018-02-03,Mavericks,Jose Barea ,,activated from IL
2018-02-03,Pistons,,Dwight Buycks,illness (DTD)
2018-02-03,Pistons,,Luke Kennard,sore left big toe (DTD)
2018-02-03,Spurs,,Brandon Paul,back spasms (DTD)
2018-02-03,Warriors,,Quinn Cook,placed on IL
2018-02-03,Warriors,Andre Iguodala,,activated from IL
2018-02-03,Wizards,, Mike Scott,illness (DTD)
2018-02-04,Blazers,,Shabazz Napier,placed on IL with sore left big toe
2018-02-04,Blazers,Wade Baldwin IV,,activated from IL
2018-02-04,Bucks,,D.J. Wilson,placed on IL
2018-02-04,Grizzlies,,Tyreke Evans,placed on IL with illness
2018-02-04,Grizzlies,Mario Chalmers,,activated from IL
2018-02-04,Hawks,,Ersan Ilyasova,placed on IL with illness
2018-02-04,Raptors,C.J. Miles,,activated from IL
2018-02-04,Suns,,Marquese Chriss,placed on IL
2018-02-04,Suns,Alex Len,,activated from IL
2018-02-04,Grizzlies,,Myke Henry,placed on IL
2018-02-04,Hawks,DeAndre Bembry,,activated from IL
2018-02-04,Bucks,,Xavier Munford,placed on IL
2018-02-04,Hawks,,DeAndre Bembry,strained left adductor (DTD)
2018-02-04,Hawks,,Tyler Cavanaugh,sprained right ankle (DTD)
2018-02-05,Blazers,,Evan Turner,placed on IL with left calf injury
2018-02-05,Blazers,Caleb Swanigan,,activated from IL
2018-02-05,Blazers,Shabazz Napier,,activated from IL
2018-02-05,Bucks,,Matthew Dellavedova,sprained right ankle (DTD)
2018-02-05,Heat,Hassan Whiteside,,returned to lineup
2018-02-05,Jazz,,Georges Niang,placed on IL
2018-02-05,Jazz,Donovan Mitchell,,returned to lineup
2018-02-05,Mavericks,,Harrison Barnes,placed on IL with sprained left ankle
2018-02-05,Pacers,,Victor Oladipo,placed on IL with illness
2018-02-05,Pistons,,Brice Johnson,placed on IL
2018-02-05,Pistons,,Dwight Buycks,placed on IL with illness
2018-02-05,Pistons,Luke Kennard,,returned to lineup
2018-02-05,Suns,,Devin Booker,left hip pointer (DTD)
2018-02-05,Wizards, Mike Scott,,returned to lineup
2018-02-05,Mavericks,Jalen Jones,,activated from IL
2018-02-05,Pacers,,Darren Collison,arthroscopic surgery on left knee (out indefinitely)
2018-02-05,Pistons,Kay Felder,,activated from IL
2018-02-05,Jazz,Erik McCree,,activated from IL
2018-02-05,Pacers,,Darren Collison,placed on IL recovering from arthroscopic surgery on left knee
2018-02-05,Pacers,Ben Moore,,activated from IL
2018-02-05,Pistons,Reggie Hearn,,activated from IL
2018-02-06,76ers,Timothe Luwawu-Cabarrot,,activated from IL
2018-02-06,Bucks,,John Henson,sore right hamstring (DTD)
2018-02-06,Bucks,,Matthew Dellavedova,placed on IL with sprained right ankle
2018-02-06,Bucks,Marshall Plumlee,,activated from IL
2018-02-06,Bucks,Xavier Munford,,activated from IL
2018-02-06,Celtics,,Shane Larkin,placed on IL with sore right knee (DTD)
2018-02-06,Celtics,Kyrie Irving,,activated from IL
2018-02-06,Celtics,Marcus Morris,,returned to lineup
2018-02-06,Grizzlies,,Deyonta Davis,sore knees (DTD)
2018-02-06,Hawks,,DeAndre Bembry,placed on IL with strained left adductor
2018-02-06,Hawks,Ersan Ilyasova,,activated from IL
2018-02-06,Knicks,,Kristaps Porzingis,torn ACL in left knee (out for season)
2018-02-06,Lakers,Ivica Zubac,,activated from IL
2018-02-06,Nets,,Quincy Acy,placed on IL with strained right middle finger
2018-02-06,Nets,Isaiah Whitehead,,activated from IL
2018-02-06,Rockets,,Troy Williams,placed on IL
2018-02-06,Rockets,Eric Gordon,,activated from IL
2018-02-06,Suns,,Danuel House,placed on IL
2018-02-06,Suns,,Devin Booker,placed on IL with left hip pointer
2018-02-06,Suns,Marquese Chriss,,activated from IL
2018-02-06,Warriors,,Damian Jones,placed on IL
2018-02-06,Warriors,David West,,activated from IL
2018-02-07,Cavaliers,,Derrick Rose,placed on IL for rest
2018-02-07,Cavaliers,,Iman Shumpert,placed on IL with plantar fasciitis in left foot (out for season)
2018-02-07,Cavaliers,Ante Zizic,,activated from IL
2018-02-07,Heat,,Kelly Olynyk,strained left shoulder (DTD)
2018-02-07,Heat,,Wayne Ellington,strained right shoulder (DTD)
2018-02-07,Knicks,,Ron Baker,surgery on right shoulder to repair dislocation (out for season)
2018-02-07,Nets,,Caris LeVert,placed on IL with sprained right knee
2018-02-07,Pacers,,T.J. Leaf,sore left calf (DTD)
2018-02-07,Pacers,Victor Oladipo,,activated from IL
2018-02-07,Pistons,Dwight Buycks,,activated from IL
2018-02-07,Rockets,,Eric Gordon,sore lower back (DTD)
2018-02-07,Rockets,,Ryan Anderson,sprained right ankle (DTD)
2018-02-07,Spurs,,Darrun Hilliard,placed on IL
2018-02-07,Spurs,Brandon Paul,,returned to lineup
2018-02-07,Spurs,Derrick White,,activated from IL
2018-02-07,Suns,,Tyson Chandler,placed on IL for rest / sore neck
2018-02-07,Timberwolves,,Amile Jefferson,placed on IL
2018-02-07,Timberwolves,,Marcus Georges-Hunt,placed on IL with illness
2018-02-07,Nets,Milton Doyle,,activated from IL
2018-02-07,Suns,Danuel House,,activated from IL
2018-02-08,Blazers,Evan Turner,,activated from IL
2018-02-08,Hawks,,DeAndre Bembry,strained left adductor (DTD)
2018-02-08,Hornets,Marvin Williams,,activated from IL
2018-02-08,Knicks,,Enes Kanter,oral surgery (DTD)
2018-02-08,Knicks,,Kristaps Porzingis,placed on IL with torn ACL in left knee (out for season)
2018-02-08,Knicks,Isaiah Hicks,,activated from IL
2018-02-08,Knicks,Luke Kornet,,activated from IL
2018-02-08,Mavericks,,Johnathan Motley,sprained left ankle (DTD)
2018-02-08,Mavericks,,Seth Curry,surgery on left leg to repair stress fracture (out for season)
2018-02-08,Thunder,,Carmelo Anthony,placed on IL with sprained right ankle
2018-02-08,Thunder,,Russell Westbrook,placed on IL with sprained left ankle
2018-02-08,Thunder,Daniel Hamilton,,activated from IL
2018-02-08,Lakers,Gary Payton II,,activated from IL
2018-02-08,Suns,Isaiah Canaan,,activated from IL
2018-02-08,Thunder,P.J. Dozier,,activated from IL
2018-02-08,Blazers,,Wade Baldwin IV,placed on IL
2018-02-08,Lakers,Thomas Bryant,,activated from IL
2018-02-08,Hawks,Okaro White,,activated from IL
2018-02-08,Hawks,Sheldon Mac,,activated from IL
2018-02-09,Bucks,John Henson,,returned to lineup
2018-02-09,Cavaliers,London Perrantes,,activated from IL
2018-02-09,Clippers,,Milos Teodosic,sore right foot (DTD)
2018-02-09,Clippers,Austin Rivers,,activated from IL
2018-02-09,Hawks,,DeAndre Bembry,strained left adductor (DTD)
2018-02-09,Heat,Wayne Ellington,,returned to lineup
2018-02-09,Nuggets,Monte Morris,,activated from IL
2018-02-09,Pacers,,Ike Anigbogu,placed on IL
2018-02-09,Rockets,Eric Gordon,,returned to lineup
2018-02-09,Rockets,Ryan Anderson,,returned to lineup
2018-02-09,Spurs,, Tony Parker,tightness in back (DTD)
2018-02-09,Spurs,,Dejounte Murray,sprained left ankle (DTD)
2018-02-09,Timberwolves,Marcus Georges-Hunt,,activated from IL
2018-02-09,Cavaliers,John Holland,,activated from IL
2018-02-09,Jazz,Georges Niang,,activated from IL
2018-02-10,Bucks,,John Henson,sore right hamstring (DTD)
2018-02-10,Bulls,,Zach LaVine,placed on IL for rest / recovering from surgery on left knee
2018-02-10,Grizzlies,,Wayne Selden Jr.,sore right knee (DTD)
2018-02-10,Mavericks,Harrison Barnes,,activated from IL
2018-02-10,Mavericks,Johnathan Motley,,returned to lineup
2018-02-10,Nets,Quincy Acy,,activated from IL
2018-02-10,Spurs,, Tony Parker,placed on IL with tightness in back
2018-02-10,Suns,,Tyler Ulis,back injury (DTD)
2018-02-10,Wizards,,Markieff Morris,illness (DTD)
2018-02-10,Nets,,Milton Doyle,placed on IL
2018-02-10,Spurs,Darrun Hilliard,,activated from IL
2018-02-11,Grizzlies,Tyreke Evans,,activated from IL
2018-02-11,Hawks,DeAndre Bembry,,returned to lineup
2018-02-11,Jazz,,Ricky Rubio,placed on IL with sore left hip
